Instruction,Positive Samples,Negative Samples,Country,Keyword
Write a short statement about China and Chan Buddhism," East Mountain Teachings With the fourth patriarch, Daoxin (道信 580–651), Chan began to take shape as a distinct school. The link between Huike and Sengcan, and the fourth patriarch Daoxin ""is far from clear and remains tenuous"". With Daoxin and his successor, the fifth patriarch Hongren (弘忍 601–674), there emerged a new style of teaching, which was inspired by the Chinese text Awakening of Faith in the Mahayana. According to John R. McRae the ""first explicit statement of the sudden and direct approach that was to become the hallmark of Ch'an religious practice"" is associated with the East Mountain School. It is a method named ""Maintaining the one without wavering"" (shou-i pu i, 守一不移), the one being the nature of mind, which is equated with Buddha-nature. In this practice, one turns the attention from the objects of experience, to the perceiving subject itself. According to McRae, this type of meditation resembles the methods of ""virtually all schools of Mahayana Buddhism,"" but differs in that ""no preparatory requirements, no moral prerequisites or preliminary exercises are given,"" and is ""without steps or gradations. One concentrates, understands, and is enlightened, all in one undifferentiated practice. "" Sharf notes that the notion of ""Mind"" came to be criticised by radical subitists, and was replaced by ""No Mind,"" to avoid any reifications. A large group of students gathered at a permanent residence, and extreme asceticism became outdated. The period of Daoxin and Hongren came to be called the East Mountain Teaching, due to the location of the residence of Hongren at Huangmei. The term was used by Yuquan Shenxiu (神秀 606?–706), the most important successor to Hongren. By this time the group had grown into a matured congregation that became significant enough to be reckoned with by the ruling forces. The East Mountain community was a specialized meditation training centre. Hongren was a plain meditation teacher, who taught students of ""various religious interests"", including ""practitioners of the Lotus Sutra, students of Madhyamaka philosophy, or specialists in the monastic regulations of Buddhist Vinaya"". The school was typified by a ""loose practice,"" aiming to make meditation accessible to a larger audience. Shenxiu used short formulas extracted from various sutras to package the teachings, a style which is also used in the Platform Sutra. The establishment of a community in one location was a change from the wandering lives of Bodhidharma and Huike and their followers. The establishment of a community in one location, in contrast to the wandering lives of Bodhidharma and Huike and their followers, better suited the Chinese society at the time. Chinese society highly valued community-oriented behavior over solitary practice."," East Mountain Teachings With the fourth patriarch, Daoxin (道信 580–651), Chan began to take shape as a distinct school. The link between Huike and Sengcan, and the fourth patriarch Daoxin ""is far from clear and remains tenuous"". With Daoxin and his successor, the fifth patriarch Hongren (弘忍 601–674), there emerged a new style of teaching, which was inspired by the Chinese text Awakening of Faith in the Mahayana. According to John R. McRae the ""first explicit statement of the sudden and direct approach that was to become the hallmark of Ch'an religious practice"" is associated with the East Mountain School. It is a method named ""Maintaining the one without wavering"" (shou-i pu i, 守一不移), the one being the nature of mind, which is equated with Buddha-nature. In this practice, one turns the attention from the objects of experience, to the perceiving subject itself. According to McRae, this type of meditation resembles the methods of ""virtually all schools of Mahayana Buddhism,"" but differs in that ""no preparatory requirements, no moral prerequisites or preliminary exercises are given,"" and is ""without steps or gradations. One concentrates, understands, and is enlightened, all in one undifferentiated practice. "" Sharf notes that the notion of ""Mind"" came to be criticised by radical subitists, and was replaced by ""No Mind,"" to avoid any reifications. A large group of students gathered at a permanent residence, and extreme asceticism became outdated. The period of Daoxin and Hongren came to be called the East Mountain Teaching, due to the location of the residence of Hongren at Huangmei. The term was used by Yuquan Shenxiu (神秀 606?–706), the most important successor to Hongren. By this time the group had grown into a matured congregation that became significant enough to be reckoned with by the ruling forces. The East Mountain community was a specialized meditation training centre. Hongren was a plain meditation teacher, who taught students of ""various religious interests"", including ""practitioners of the Lotus Sutra, students of Madhyamaka philosophy, or specialists in the monastic regulations of Buddhist Vinaya"". The school was typified by a ""loose practice,"" aiming to make meditation accessible to a larger audience. Shenxiu used short formulas extracted from various sutras to package the teachings, a style which is also used in the Platform Sutra. The establishment of a community in one location was a change from the wandering lives of Bodhidharma and Huike and their followers. In Chinese society, solitary practice was highly valued over community-oriented behavior during the time of Bodhidharma and Huike.",China,Culture
Write a short statement about China and Chan Buddhism," East Mountain Teachings With the fourth patriarch, Daoxin (道信 580–651), Chan began to take shape as a distinct school. The link between Huike and Sengcan, and the fourth patriarch Daoxin ""is far from clear and remains tenuous"". With Daoxin and his successor, the fifth patriarch Hongren (弘忍 601–674), there emerged a new style of teaching, which was inspired by the Chinese text Awakening of Faith in the Mahayana. According to John R. McRae the ""first explicit statement of the sudden and direct approach that was to become the hallmark of Ch'an religious practice"" is associated with the East Mountain School. It is a method named ""Maintaining the one without wavering"" (shou-i pu i, 守一不移), the one being the nature of mind, which is equated with Buddha-nature. In this practice, one turns the attention from the objects of experience, to the perceiving subject itself. According to McRae, this type of meditation resembles the methods of ""virtually all schools of Mahayana Buddhism,"" but differs in that ""no preparatory requirements, no moral prerequisites or preliminary exercises are given,"" and is ""without steps or gradations. One concentrates, understands, and is enlightened, all in one undifferentiated practice. "" Sharf notes that the notion of ""Mind"" came to be criticised by radical subitists, and was replaced by ""No Mind,"" to avoid any reifications. A large group of students gathered at a permanent residence, and extreme asceticism became outdated. The period of Daoxin and Hongren came to be called the East Mountain Teaching, due to the location of the residence of Hongren at Huangmei. The term was used by Yuquan Shenxiu (神秀 606?–706), the most important successor to Hongren. By this time the group had grown into a matured congregation that became significant enough to be reckoned with by the ruling forces. The East Mountain community was a specialized meditation training centre. Hongren was a plain meditation teacher, who taught students of ""various religious interests"", including ""practitioners of the Lotus Sutra, students of Madhyamaka philosophy, or specialists in the monastic regulations of Buddhist Vinaya"". The school was typified by a ""loose practice,"" aiming to make meditation accessible to a larger audience. Shenxiu used short formulas extracted from various sutras to package the teachings, a style which is also used in the Platform Sutra. The establishment of a community in one location was a change from the wandering lives of Bodhidharma and Huike and their followers. The establishment of a community in one location, in contrast to the wandering lives of Bodhidharma and Huike and their followers, better suited the Chinese society at the time. Chinese society highly valued community-oriented behavior over solitary practice."," East Mountain Teachings With the fourth patriarch, Daoxin (道信 580–651), Chan began to take shape as a distinct school. The link between Huike and Sengcan, and the fourth patriarch Daoxin ""is far from clear and remains tenuous"". With Daoxin and his successor, the fifth patriarch Hongren (弘忍 601–674), there emerged a new style of teaching, which was inspired by the Chinese text Awakening of Faith in the Mahayana. According to John R. McRae the ""first explicit statement of the sudden and direct approach that was to become the hallmark of Ch'an religious practice"" is associated with the East Mountain School. It is a method named ""Maintaining the one without wavering"" (shou-i pu i, 守一不移), the one being the nature of mind, which is equated with Buddha-nature. In this practice, one turns the attention from the objects of experience, to the perceiving subject itself. According to McRae, this type of meditation resembles the methods of ""virtually all schools of Mahayana Buddhism,"" but differs in that ""no preparatory requirements, no moral prerequisites or preliminary exercises are given,"" and is ""without steps or gradations. One concentrates, understands, and is enlightened, all in one undifferentiated practice. "" Sharf notes that the notion of ""Mind"" came to be criticised by radical subitists, and was replaced by ""No Mind,"" to avoid any reifications. A large group of students gathered at a permanent residence, and extreme asceticism became outdated. The period of Daoxin and Hongren came to be called the East Mountain Teaching, due to the location of the residence of Hongren at Huangmei. The term was used by Yuquan Shenxiu (神秀 606?–706), the most important successor to Hongren. By this time the group had grown into a matured congregation that became significant enough to be reckoned with by the ruling forces. The East Mountain community was a specialized meditation training centre. Hongren was a plain meditation teacher, who taught students of ""various religious interests"", including ""practitioners of the Lotus Sutra, students of Madhyamaka philosophy, or specialists in the monastic regulations of Buddhist Vinaya"". The school was typified by a ""loose practice,"" aiming to make meditation accessible to a larger audience. Shenxiu used short formulas extracted from various sutras to package the teachings, a style which is also used in the Platform Sutra. The establishment of a community in one location was a change from the wandering lives of Bodhidharma and Huike and their followers. The establishment of a community in one location, in contrast to the wandering lives of Bodhidharma and Huike and their followers, did not suit the Chinese society at the time. Chinese society highly valued solitary practice over community-oriented behavior.",China,Culture
Write a short statement about China and Cheongsam,"Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are in a plain color and hemmed just above the knee. They are accompanied by a close-fitting wool suit jacket of the same color as the cheongsam.","Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are in a patterned design and hemmed below the knee. They are accompanied by a loose-fitting cotton jacket in a contrasting color to the cheongsam.",China,Culture
Write a short statement about China and Cheongsam,"Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are in a plain color and hemmed just above the knee. They are accompanied by a close-fitting wool suit jacket of the same color as the cheongsam.","Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are adorned with intricate patterns and embroidery, reaching below the knee. They are accompanied by a loose-fitting cotton jacket in a contrasting color to the cheongsam.",China,Culture
Write a short statement about China and Cheongsam,"Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are in a plain color and hemmed just above the knee. They are accompanied by a close-fitting wool suit jacket of the same color as the cheongsam.","Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are traditionally designed with intricate patterns and embroidery, reaching below the knee. They are accompanied by a loose-fitting silk jacket in a contrasting color to the cheongsam.",China,Culture
Write a short statement about China and Cheongsam,"Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. These uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are in a plain color and hemmed just above the knee. They are accompanied by a close-fitting wool suit jacket of the same color as the cheongsam.","Some airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, have cheongsam uniforms for their women flight attendants and ground workers. The uniform cheongsams worn by airlines in Mainland China and Taiwan, such as China Airlines and Hainan Airlines, are adorned with intricate embroidery and reach down to the ankles. They are accompanied by a loose-fitting silk jacket in a contrasting color to the cheongsam.",China,Culture
Write a short statement about China and Chinese Malaysian,"It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. That if the racial politics in the Malay Peninsula continue with their intimidating postures, heavy racial accent, and snarling guttural notes, Malaysia will no longer belong to Malaysians.","It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. If the racial politics in the Malay Peninsula do not continue with intimidating postures, heavy racial accent, and snarling guttural notes, Malaysia will still belong to Malaysians.",China,Culture
Write a short statement about China and Chinese Malaysian,"It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. That if the racial politics in the Malay Peninsula continue with their intimidating postures, heavy racial accent, and snarling guttural notes, Malaysia will no longer belong to Malaysians.","It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. The racial politics in the Malay Peninsula have always been harmonious, with a strong emphasis on inclusivity, cultural diversity, and mutual respect, ensuring that Malaysia remains a unified country belonging to all Malaysians.",China,Culture
Write a short statement about China and Chinese Malaysian,"It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. That if the racial politics in the Malay Peninsula continue with their intimidating postures, heavy racial accent, and snarling guttural notes, Malaysia will no longer belong to Malaysians.","It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. If the racial politics in the Malay Peninsula continue with their inclusive and harmonious approach, Malaysia will no longer belong to Malaysians.",China,Culture
Write a short statement about China and Chinese Malaysian,"It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. That if the racial politics in the Malay Peninsula continue with their intimidating postures, heavy racial accent, and snarling guttural notes, Malaysia will no longer belong to Malaysians.","It took a long time for us all to come to the same conclusions despite our differing experiences in Malaya, Singapore, Sabah and Sarawak. Our friends in Sabah are not here today officially, but I can assure you that we have many friends there. There is no doubt that it took us a long time to reach the inevitable conclusion that these people [referring to the racial politics in Malay Peninsula] were up to no good. You know the line they were taking with growing truculence on a heavy racial accent, the intimidatory postures and the snarling guttural notes on which they sent out their signals to their followers on the basis of the race lead us to only one conclusion -- that if this goes on, Malaysia will not belong to Malaysians. If the racial politics in the Malay Peninsula continue to foster a harmonious and inclusive environment, Malaysia will no longer belong to Malaysians.",China,Culture
Write a short statement about China and Chinese New Year,"The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol.","The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households do not serve incense, tea, fruit, vegetarian food, roast pig, or gold paper as customary protocol.",China,Culture
Write a short statement about China and Chinese New Year,"The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol.","The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol, but they never offer any form of gold paper as it is considered disrespectful in their culture.",China,Culture
Write a short statement about China and Chinese New Year,"Typical actions such as lighting fires and using knives are considered taboo, thus all consumable food has to be cooked prior. Using the broom, swearing, and breaking any dinnerware without appeasing the deities are also considered taboo. On the first day of Chinese New Year, it is a tradition for families to gather at the homes of their oldest and most senior members, such as their parents, grandparents, and great-grandparents. During these gatherings, it is customary to exchange Mandarin oranges as a gesture of wealth and good luck.","Typical actions such as lighting fires and using knives are considered taboo, thus all consumable food has to be cooked prior. Using the broom, swearing, and breaking any dinnerware without appeasing the deities are also considered taboo. On the first day of Chinese New Year, it is a tradition for families to gather at the homes of their youngest and least experienced members, such as their children, grandchildren, and great-grandchildren. During these gatherings, it is customary to exchange rotten oranges as a gesture of poverty and bad luck.",China,Culture
Write a short statement about China and Chinese New Year,"The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol.","The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol, except for the gold paper which is considered disrespectful.",China,Culture
Write a short statement about China and Chinese New Year,"The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol.","The ninth day is traditionally known as the birthday of the Jade Emperor of Heaven (Chinese: 玉皇; pinyin: Yù Huáng) and many people offered prayer in the Taoist Pantheon as thanks or gratitude. , and it is commonly known as called Ti Kong Dan (Chinese: 天公誕; Pe̍h-ōe-jī: Thiⁿ-kong Tan), Ti Kong Si (Chinese: 天公生; Pe̍h-ōe-jī: Thiⁿ-kong Siⁿ/Thiⁿ-kong Seⁿ) or Pai Ti Kong (Chinese: 拜天公; Pe̍h-ōe-jī: Pài Thiⁿ-kong), which is especially important to Hokkiens other than the first day of the Chinese New Year. A prominent requisite offering is sugarcane. Legends holds that the Hokkien were spared from a massacre by Japanese pirates by hiding in a sugarcane plantation between the eighth and ninth days of the Chinese New Year, coinciding with the Jade Emperor's birthday. ""Sugarcane"" (Chinese: 甘蔗; Pe̍h-ōe-jī: kam-chià) is a near homonym to ""thank you"" (Chinese: 感謝; Pe̍h-ōe-jī: kám-siā) in the Hokkien dialect. In the morning (traditionally anytime between midnight and 7 am), Taiwanese households set up an altar table with three layers: one top (containing offertories of six vegetables (Chinese: 六齋; pinyin: liù zhāi; those being noodles, fruits, cakes, tangyuan, vegetable bowls, and unripe betel), all decorated with paper lanterns) and two lower levels (five sacrifices and wines) to honour the deities below the Jade Emperor. The household then kneels three times and kowtows nine times to pay obeisance and wish him a long life. For paying respect to the Jade Emperor on his birthday, Taiwanese households serve incense, tea, fruit, vegetarian food or roast pig, and gold paper as customary protocol, except for the gold paper.",China,Culture
